"","AD1","AD2","AD3","AH1","AH2","AH3","CD1","CD2","CD3","CH1","CH2","CH3","LD1","LD2","LD3","LH1","LH2","LH3","VD1","VD2","VD3","VH1","VH2","VH3"
"Absidia.repens",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Absidia.spinosa",0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,3,0,0,5,0,0,0,5,0
"Acaulospora.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Acephala.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"Acremonium.alternatum",0,0,11,0,54,14,9,19,0,3,0,2,9,4,2,6,3,0,8,0,24,0,52,0
"Acremonium.blochii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0
"Acremonium.chrysogenum",0,0,0,0,0,0,0,18,0,3,0,4,0,4,25,1,0,0,2,0,0,0,0,0
"Acremonium.fusidioides",0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
"Acremonium.persicinum",0,0,25,56,33,12,15,35,0,12,122,5,5,28,70,3,4,10,18,0,0,150,5,57
"Acremonium.sclerotigenum",0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,56,0,79,0,69
"Acremonium.sp",1,188,0,0,0,0,6,11,0,1,0,0,0,10,0,2,0,11,2,0,27,0,7,0
"Acrocalymma.medicaginis",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0
"Acrocalymma.vagum",0,0,0,0,0,0,0,0,0,5,0,5,8,33,0,0,6,26,0,0,34,0,9,0
"Acrostalagmus.luteoalbus",0,135,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,4,0
"Acrostalagmus.sp",0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,0,19,0,4,0
"Actinomucor.elegans",0,0,5,0,13,0,4,17,0,0,0,2,1,1,0,0,2,5,3,0,0,0,9,0
"Alternaria.atra",7,0,13,0,50,21,28,117,0,12,0,10,24,2,38,4,0,19,2,0,109,0,128,0
"Alternaria.chlamydosporigena",0,0,0,396,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,344,0,2936,0,428
"Alternaria.eichhorniae",0,0,0,1094,0,0,0,0,0,0,1757,0,0,0,0,0,0,0,0,1915,0,3199,0,862
"Alternaria.infectoria",4,0,16,0,118,15,0,83,0,2,73,7,38,54,114,1,12,36,10,0,106,0,54,0
"Alternaria.japonica",0,0,30,0,75,13,9,66,0,7,0,12,58,130,50,31,7,15,7,0,26,0,48,0
"Alternaria.obclavata",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Alternaria.penicillata",0,0,0,79,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,118,0,460,0,91
"Alternaria.planifunda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"Alternaria.sonchi",0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0
"Alternaria.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Alternaria.triticina",0,0,20,0,45,10,25,116,0,14,0,7,11,47,60,1,12,4,13,0,26,0,33,0
"Alternaria.zinniae",0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,3,0,0,0,0,0,0
"Amycosphaerella.africana",3,0,0,0,12,0,6,5,0,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0
"Anthostomelloides.leucospermi",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aphanoascus.mephitalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Apiotrichum.dehoogii",0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Apiotrichum.gamsii",0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0
"Apiotrichum.laibachii",0,0,5,0,0,0,6,11,0,0,0,0,0,4,32,1,0,1,1,0,9,0,10,0
"Apiotrichum.mycotoxinovorans",0,0,0,0,0,0,7,46,0,0,0,0,0,6,12,0,0,0,2,0,0,0,34,0
"Aplosporella.africana",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apodus.deciduus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0
"Apodus.sp",0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Arachnomyces.gracilis",0,0,0,0,0,0,0,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0
"Arachnomyces.kanei",2,0,0,0,0,5,0,0,0,2,0,0,0,0,39,1,5,0,0,0,15,0,3,0
"Arachnomyces.minimus",0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"Arachnomyces.pilosus",2,0,42,79,191,21,24,205,0,15,313,12,31,28,76,3,16,24,56,122,188,123,73,0
"Archaeospora.sp",0,0,1,0,11,0,0,77,0,0,0,0,29,28,0,1,5,0,3,0,0,0,0,0
"Armillaria.ostoyae",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arnium.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Arthothelium.spectabile",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthrobotrys.cladodes",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthrobotrys.flagrans",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthrobotrys.oligospora",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0
"Arthrobotrys.sp",4,0,0,0,34,0,0,20,0,6,0,0,0,0,0,0,0,5,0,0,44,0,19,0
"Arthroderma.uncinatum",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Arthrographis.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"Arthropsis.hispanica",0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Articulospora.sp",0,0,15,0,30,17,5,119,0,1,0,22,8,20,48,7,4,17,17,0,163,77,48,0
"Ascobolus.sp",13,0,19,0,32,34,60,334,0,27,0,38,24,246,153,6,47,23,12,0,190,0,267,0
"Ascobolus.stercorarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
"Ascochyta.manawaorae",0,0,0,0,0,0,0,33,0,0,0,4,0,0,0,0,0,0,3,0,26,0,14,0
"Ascorhizoctonia.sp",3,0,2,0,0,0,0,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0
"Aspergillus.affinis",0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Aspergillus.amstelodami",1,0,2,0,0,0,11,30,0,11,0,0,4,15,10,3,0,4,4,0,69,0,20,0
"Aspergillus.bombycis",0,0,0,0,0,0,3,41,0,2,0,13,0,6,0,0,0,0,3,0,0,0,6,0
"Aspergillus.caesiellus",0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0
"Aspergillus.caninus",0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspergillus.carbonarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Aspergillus.chlamydosporus",0,0,0,65,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,9,0
"Aspergillus.clavatus",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspergillus.deflectus",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,77,0,0
"Aspergillus.europaeus",0,0,0,0,0,0,0,0,2482,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspergillus.flavus",3,0,0,0,0,0,0,8,0,4,0,0,2,7,0,0,0,0,0,0,15,0,11,0
"Aspergillus.frequens",0,0,3,0,21,0,6,30,0,0,0,0,0,0,32,1,0,7,6,0,23,0,7,0
"Aspergillus.fumigatus",1,0,20,0,24,0,12,79,0,8,0,3,5,4,63,6,1,13,0,806,35,185,12,66
"Aspergillus.inflatus",0,0,0,0,0,0,4,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"Aspergillus.insuetus",0,0,8,0,91,15,18,15,0,2,0,10,7,3,21,4,0,3,9,0,48,0,8,0
"Aspergillus.japonicus",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspergillus.lanosus",0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,14,0,1,0,0,0,0,0
"Aspergillus.melleus",3,0,20,0,104,31,25,127,0,14,219,23,20,28,155,4,8,13,36,0,109,0,68,0
"Aspergillus.neoniveus",0,0,0,0,0,3,0,42,0,0,0,0,5,7,12,0,0,17,2,0,21,0,0,0
"Aspergillus.niger",5,0,26,0,129,9,0,117,0,13,55,34,56,137,37,1,7,22,29,0,62,81,17,71
"Aspergillus.ochraceopetaliformis",0,0,0,76,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,158,0,143,0,106
"Aspergillus.ochraceus",6,0,34,106,97,17,23,55,0,34,303,21,23,23,1,0,11,16,39,164,168,129,79,56
"Aspergillus.penicillioides",0,0,0,0,1,0,0,6,0,0,52,0,5,0,1,0,0,3,2,71,19,70,0,0
"Aspergillus.pseudodeflectus",0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,64,0,119,0,180
"Aspergillus.quadrilineatus",0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0
"Aspergillus.ruber",0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,50,0,128,0,0
"Aspergillus.sclerotiorum",0,0,6,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,4,0,0,0,0,0
"Aspergillus.sp",0,0,0,0,1,0,0,12,0,1,0,0,1,1,0,3,0,0,0,0,0,0,13,0
"Aspergillus.spectabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"Aspergillus.subversicolor",0,0,0,74,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,139,0,382,0,156
"Aspergillus.tamarii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
"Aspergillus.tardus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Aspergillus.terreus",2,0,50,0,87,31,24,88,0,28,125,12,7,25,59,1,30,29,52,83,53,85,68,109
"Aspergillus.versicolor",0,0,0,60,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,69,0,126
"Aspergillus.wentii",1,0,10,0,11,0,2,22,0,1,0,7,0,9,16,3,0,6,8,0,96,0,22,0
"Astraeus.telleriae",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Auricularia.sp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Auxarthron.concentricum",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnettozyma.californica",0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bartalinia.robillardoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Basidioascus.undulatus",0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
"Bauerago.abstrusa",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Beauveria.bassiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,0
"Beauveria.felina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Beauveria.sp",0,649,0,0,0,3,4,0,0,0,0,0,0,5,13,4,1,2,0,0,0,0,7,0
"Bionectria.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"Blastobotrys.raffinosifermentans",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Blastobotrys.serpentis",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bloxamia.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,0,0,0
"Blumeria.graminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Boeremia.exigua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,101
"Botryosphaeria.dothidea",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Botrytis.cinerea",0,0,15,50,43,20,19,116,0,14,0,11,0,8,42,4,6,7,5,0,19,0,26,0
"Bradymyces.alpinus",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"Brettanomyces.bruxellensis",6,0,18139,0,20,28,9,38,0,3,0,5,15,0,45,4,2830,1502,0,0,2116,0,33,0
"Bretziella.fagacearum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
"Bullera.coprosmae",0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Bullera.unica",0,0,0,0,0,0,0,28,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0
"Byssochlamys.fulva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"Byssochlamys.nivea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"Cadophora.luteo.olivacea",7,0,38,113,70,101,30,216,0,26,72,36,7,39,131,14,4,51,45,128,454,159,109,58
"Cadophora.malorum",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"Cadophora.melinii",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadophora.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Calcarisporiella.thermophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Calloria.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
"Calvatia.fragilis",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Calycina.claroflava",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,11,0
"Calyptella.capula",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candida.boidinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Candida.glaebosa",20,0,1,0,4,5,15,17,0,3,0,9,12,3,6,5923,9,3,7,0,12,0,7,0
"Candida.intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Candida.norvegica",1,0,0,0,0,0,21237,3,0,0,0,1,0,0,16,0,0,0,18,0,0,0,2,0
"Candida.parapsilosis",1,0,0,0,0,144,4,2,0,6,0,5,0,23,0,0,1,0,0,0,0,0,45597,0
"Candida.quercitrusa",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candida.railenensis",7,0,0,0,1,1,0,11,0,0,0,5,3,4,1,0,3,1,3,0,0,0,3,0
"Candida.sp",6,0,10,0,15,3,16,30,0,0,0,3,4,17,11,4,4,7,4,0,18,0,10,0
"Candida.subhashii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Candida.tropicalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"Candida.zeylanoides",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capnobotryella.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Capnodium.sp",1,0,0,0,0,0,0,19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"Capronia.sp",0,0,0,0,0,7,0,13,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0
"Catenaria.anguillulae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0
"Cephaliophora.sp",1,0,12,0,33,1,5,46,0,1,0,4,19,48,30,8,2,16,15,0,74,0,22,0
"Cephalotrichiella.penicillata",4,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"Ceratobasidium.sp",0,0,0,0,10,1,0,11,0,0,0,0,0,6,6,0,0,1,7,0,0,0,9,0
"Ceratocystis.sp",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cercophora.samala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,67
"Cercophora.sp",0,0,0,0,11,11,0,23,0,3,0,3,0,12,20,0,0,18,0,0,16,95,22,0
"Cercophora.sulphurella",0,0,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0
"Cercospora.sojina",21653,0,36702,0,48,3,41000,62,0,174,0,5,45767,31,11370,0,30611,19136,16487,0,52,0,14,0
"Chaetomidium.gallecicum",0,0,0,0,0,1,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0
"Chaetomium.acropullum",0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,104,0,0,0,0
"Chaetomium.caprinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Chaetomium.globosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0
"Chaetomium.homopilatum",0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaetomium.iranianum",0,0,0,107,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,50,557,0,71
"Chaetomium.longiciliata",0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,126,0,0
"Chaetomium.madrasense",0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaetomium.megalocarpum",0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,261,0,113
"Chaetomium.perlucidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
"Chaetomium.sp",14,0,103,0,297,48,50,692,0,47,85,101,154,274,177,28,61,101,69,0,385,0,362,0
"Chaetomium.subspirilliferum",0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,91,0,0,0,72
"Chaetomium.truncatulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0
"Chaetosphaeronema.sp",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0
"Chalara.sp",3,0,0,0,0,0,9,20,0,0,0,4,0,0,0,3,0,0,0,0,0,0,17,0
"Chalastospora.gossypii",0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chloridium.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Chordomyces.antarcticus",0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrysosporium.europae",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrysosporium.fluviale",0,0,0,0,0,0,0,37,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Chrysosporium.lobatum",5,393,111,135,295,61,37,381,0,40,318,97,37,133,195,14,24,66,66,363,440,346,126,446
"Chrysosporium.pseudomerdarium",0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,207,0,57
"Chrysosporium.sp",0,0,8,0,18,16,23,289,0,6,0,8,14,10,0,9,15,4,35,0,455,0,21,0
"Chrysosporium.synchronum",0,0,0,283,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,241,0,1257,0,306
"Ciboria.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Circinella.chinensis",2,0,12,0,43,9,0,0,0,5,0,2,0,0,48,0,6,18,11,0,23,0,9,0
"Cirrenalia.macrocephala",0,0,0,0,22,0,0,7,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,0
"Cistella.sp",1,0,1,0,49,3,0,46,0,8,0,6,3,11,3,0,1,0,4,0,21,0,12,0
"Cladophialophora.chaetospira",0,0,7,0,0,0,0,29,0,3,0,2,0,22,28,0,1,0,0,0,0,0,1,0
"Cladophialophora.sp",0,0,3,0,0,7,0,16,0,2,0,0,4,0,6,2,0,13,8,0,0,0,10,0
"Cladorrhinum.flexuosum",0,0,0,84,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,594,0,63
"Cladorrhinum.foecundissimum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0
"Cladorrhinum.sp",8,0,90,0,285,112,9,414,0,31,0,61,266,640,409,4,48,147,88,0,259,0,205,0
"Cladosporium.adianticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
"Cladosporium.fusiforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Cladosporium.halotolerans",2,0,2,0,0,24,1,16,0,1,0,0,2,47926,6,0,4,6,0,0,1,0,34,0
"Cladosporium.herbarum",6,215,57,343,73,59,32,188,0,5,112,14,21,47,25,607,37,31,19,469,115,734,111,133
"Cladosporium.macrocarpum",0,0,11,0,0,36,16,40,0,12,0,4,0,3,29,0,7,2,15,0,27,0,7,0
"Cladosporium.ramotenellum",0,0,9,0,15,15,7,47,0,11,0,6,8,8,22,3,8,3,10,0,0,0,18,0
"Cladosporium.sphaerospermum",32,0,291,113,439,120,79,542,0,101,0,100,32,205,622,48,175,187,91,108,907,0,236,0
"Cladosporium.velox",0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Clarireedia.bennettii",0,0,0,0,15,0,0,33,0,0,0,3,0,7,0,0,0,0,0,0,26,0,18,0
"Claroideoglomus.claroideum",0,0,0,0,0,1,0,1,0,0,0,0,0,16,2,0,0,1,0,0,0,0,1,0
"Claroideoglomus.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0
"Claroideoglomus.walkeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Clavaria.californica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Clavatospora.longibrachiata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Clavispora.lusitaniae",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clitopilus.sp",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"Clohesyomyces.sp",0,0,1,0,8,0,0,0,0,0,0,0,1,4,9,0,5,3,0,0,16,0,0,0
"Clonostachys.rosea",1,0,0,0,11,2,1,10,0,11,0,0,0,0,0,4,0,5,1,0,29,0,12,0
"Codinaeopsis.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0
"Collariella.bostrychodes",1,0,4,0,44,5,0,0,0,5,0,0,0,2,46,0,0,6,0,0,24,0,5,0
"Colletotrichum.falcatum",0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,9,0
"Coniocessia.nodulisporioides",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"Coniochaeta.cateniformis",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,4,0
"Coniochaeta.hoffmannii",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Coniophora.olivacea",0,0,0,0,0,0,13,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Coniosporium.apollinis",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0
"Coniosporium.sp",4,0,5,0,0,10,0,8,0,5,0,4,0,6,19,0,3,1,7,0,2,0,40,0
"Coniothyrium.sp",0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"Conlarium.sp",0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Conocybe.ammophila",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Conocybe.apala",0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0
"Conocybe.dunensis",8,0,15,0,29,1,33,59,0,31,0,5,6,28,30,5,2,0,3,0,61,0,182,0
"Conocybe.echinata",0,0,9,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,11,0
"Conocybe.herbarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0
"Conocybe.siennophylla",3,0,0,0,0,0,15,90,0,15,0,2,0,3,17,1,2,0,0,0,1,0,56,0
"Constantinomyces.oldenburgensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
"Coprinellus.bisporus",2,0,0,0,27,0,0,31,0,9,0,0,1,19,26,4,9,0,11,0,0,0,25,0
"Coprinellus.curtus",0,0,0,114,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,78,0,1967,0,95
"Coprinellus.micaceus",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprinellus.plagioporus",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprinellus.sassii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
"Coprinellus.sp",0,0,6,0,0,6,0,26,0,4,0,0,12,14,38,0,0,7,0,0,95,0,24,0
"Coprinellus.xanthothrix",0,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprinopsis.calospora",0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,9,0,0,0,0,0,0
"Coprinopsis.clastophylla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
